LogicalName,Label,SchemaName,EntitySetName,IsCustomEntity,IsActivity,PrimaryIdAttribute,PrimaryNameAttribute,Description
reconciliationentitystepinfo,ReconciliationEntityStepInfo,reconciliationentitystepinfo,reconciliationentitystepinfos,True,False,reconciliationentitystepinfoid,name,Step level details of the data lake reconciliation process. For internal use only.
reconciliationinfo,ReconciliationInfo,reconciliationinfo,reconciliationinfos,True,False,reconciliationinfoid,name,Information about data lake reconciliation operation. For internal use only.
recordcountsnapshot,recordcountsnapshot,RecordCountSnapshot,recordcountsnapshots,False,False,recordcountsnapshotid,,
recordfilter,Record Filter,RecordFilter,recordfilters,True,False,recordfilterid,displayname,Record Access Filter
recurrencerule,Recurrence Rule,RecurrenceRule,recurrencerules,False,False,ruleid,,Recurrence Rule represents the pattern of incidence of recurring entities.
recurringappointmentmaster,Recurring Appointment,RecurringAppointmentMaster,recurringappointmentmasters,False,True,activityid,subject,The Master appointment of a recurring appointment series.
recyclebinconfig,Restore Deleted Records Configuration,RecycleBinConfig,recyclebinconfigs,True,False,recyclebinconfigid,name,Holds Restore Deleted Records configuration for entities
relationship,Relationship Entity,Relationship,relationships,False,False,relationshipid,name,
relationshipattribute,Relationship Attribute,RelationshipAttribute,relationshipattributes,False,False,relationshipattributeid,name,Stores relationship attributes mapping for Multi-predicate relationship
relationshiprole,Relationship Role,RelationshipRole,relationshiproles,False,False,relationshiproleid,name,Relationship between an account or contact and an opportunity.
relationshiprolemap,Relationship Role Map,RelationshipRoleMap,relationshiprolemaps,False,False,relationshiprolemapid,,Mapping of the primary associated objects between which the relationship role is valid.
replicationbacklog,Replication Backlog,ReplicationBacklog,replicationbacklogs,False,False,replicationbacklogid,,Entity to hold replication backlog tasks. For internal use only.
report,Report,Report,reports,False,False,reportid,name,Data summary in an easy-to-read layout.
reportcategory,Report Related Category,ReportCategory,reportcategories,False,False,reportcategoryid,,Categories related to a report. A report can be related to multiple categories.
reportentity,Report Related Entity,ReportEntity,reportentities,False,False,reportentityid,,Entities related to a report. A report can be related to multiple entities.
reportlink,Report Link,ReportLink,reportlinks,False,False,reportlinkid,,"Links and dependencies between reports. A report may drill through to another report, or it may have another report as a sub-report."
reportparameter,Report Parameter,ReportParameter,reportparameters,True,False,reportparameterid,name,
reportvisibility,Report Visibility,ReportVisibility,reportvisibilities,False,False,reportvisibilityid,,Area in which to show a report. A report can be shown in multiple areas.
retaineddataexcel,RetainedData Excel,retaineddataexcel,retaineddataexcels,True,False,retaineddataexcelid,name,A Place holder entity to save excel file for each exportretaineddata custom api requests.
retentioncleanupinfo,RetentionCleanupInfo,retentioncleanupinfo,retentioncleanupinfos,True,False,retentioncleanupinfoid,name,Holds watermark information about retention cleanup operations. For internal use only.
retentioncleanupoperation,RetentionCleanupOperation,retentioncleanupoperation,retentioncleanupoperations,True,False,retentioncleanupoperationid,name,Holds data of cleanup operations such as reconcile and purge.  For internal use only.
retentionconfig,RetentionConfig,retentionconfig,retentionconfigs,True,False,retentionconfigid,name,Holds retention policies for a table.
retentionfailuredetail,RetentionFailureDetail,retentionfailuredetail,retentionfailuredetails,True,False,retentionfailuredetailid,name,Retention failure details.
retentionoperation,RetentionOperation,retentionoperation,retentionoperations,True,False,retentionoperationid,name,Retention policy execution details.
retentionoperationdetail,RetentionOperationDetail,retentionoperationdetail,retentionoperationdetails,True,False,retentionoperationdetailid,name,Table level details of retention execution.
retentionsuccessdetail,RetentionSuccessDetail,retentionsuccessdetail,retentionsuccessdetails,True,False,retentionsuccessdetailid,name,Retention Success details.
revokeinheritedaccessrecordstracker,RevokeInheritedAccessRecordsTracker,revokeinheritedaccessrecordstracker,revokeinheritedaccessrecordstrackers,True,False,revokeinheritedaccessrecordstrackerid,revokeinheritedaccessrecordstracker,
ribbonclientmetadata,Ribbon Client Metadata.,RibbonClientMetadata,ribbonclientmetadata,False,False,ribbonid,,A ribbon client metadata.
ribboncommand,Ribbon Command,RibbonCommand,ribboncommands,False,False,ribboncommandid,,"Ribbon Commands - the command definition, rules, etc."
ribboncontextgroup,Ribbon Context Group,RibbonContextGroup,ribboncontextgroups,False,False,ribboncontextgroupid,,Groupings of contextual tabs.
ribboncustomization,Application Ribbons,RibbonCustomization,ribboncustomizations,False,False,ribboncustomizationid,,Ribbon customizations for the application ribbon and entity ribbon templates.
ribbondiff,Ribbon Difference,RibbonDiff,ribbondiffs,False,False,ribbondiffid,,"All layout customizations to be applied to the ribbons, which contain only the differences from the base ribbon."
ribbonmetadatatoprocess,Ribbon Metadata To Process,RibbonMetadataToProcess,RibbonMetadataSetToProcess,False,False,ribbonmetadatarowid,,Container for Ribbon Metadata To Process
ribbonrule,Ribbon Rule,RibbonRule,ribbonrules,False,False,ribbonruleid,,"Ribbon rule definitions, used to enable and disable, show and hide ribbon elements."
ribbontabtocommandmap,Ribbon Tab To Command Mapping,RibbonTabToCommandMap,ribbontabtocommandmaps,False,False,ribbontabtocommandmapid,,"A mapping between Tab Ids, and the Commands within those tabs."
role,Security Role,Role,roles,False,False,roleid,name,Grouping of security privileges. Users are assigned roles that authorize their access to the Microsoft CRM system.
roleeditorlayout,RoleEditorLayout,RoleEditorLayout,roleeditorlayouts,True,False,roleeditorlayoutid,name,
roleprivileges,roleprivileges,RolePrivileges,roleprivilegescollection,False,False,roleprivilegeid,,Group of privileges used to categorize users to provide appropriate access to entities.
roletemplate,Role Template,RoleTemplate,roletemplates,False,False,roletemplateid,name,Template for a role. Defines initial attributes that will be used when creating a new role.
roletemplateprivileges,roletemplateprivileges,RoleTemplatePrivileges,roletemplateprivilegescollection,False,False,roletemplateprivilegeid,,
rollupfield,Rollup Field,RollupField,rollupfields,False,False,rollupfieldid,,Field to be rolled up to calculate the actual and in-progress values against the goal.
rollupjob,Rollup Job,RollupJob,rollupjobs,False,False,rollupjobid,,Stores rollup jobs.
rollupproperties,Rollup Properties,RollupProperties,rolluppropertiescollection,False,False,rolluppropertiesid,,Stores properties related to rollup fields.
routingrule,Routing Rule Set,RoutingRule,routingrules,False,False,routingruleid,name,Define Routing Rule to route cases to right people at the right time
routingruleitem,Rule Item,RoutingRuleItem,routingruleitems,False,False,routingruleitemid,name,Please provide the description for entity
runtimedependency,RuntimeDependency,RuntimeDependency,runtimedependencies,False,False,dependencyid,,Form Level dependencies in CRM.
sa_suggestedaction,Suggested Action,sa_SuggestedAction,sa_suggestedactions,True,False,sa_suggestedactionid,sa_actiontitle,This table contains records of suggested actions with execution details.
sa_suggestedactioncriteria,Suggested Action Criteria,sa_SuggestedActionCriteria,sa_suggestedactioncriterias,True,False,sa_suggestedactioncriteriaid,sa_appid,This table contains records of suggested action criteria.
savedorginsightsconfiguration,Saved Organization Insights Configuration,SavedOrgInsightsConfiguration,savedorginsightsconfigurations,False,False,savedorginsightsconfigurationid,,Saved configuration for the organization insights
savedquery,View,SavedQuery,savedqueries,False,False,savedqueryid,name,Saved query against the database.
savedqueryvisualization,System Chart,SavedQueryVisualization,savedqueryvisualizations,False,False,savedqueryvisualizationid,name,System chart attached to an entity.
savingrule,Saving Rule,savingrule,savingrules,True,False,savingruleid,name,
sdkmessage,Sdk Message,SdkMessage,sdkmessages,False,False,sdkmessageid,name,Message that is supported by the SDK.
sdkmessagefilter,Sdk Message Filter,SdkMessageFilter,sdkmessagefilters,False,False,sdkmessagefilterid,name,Filter that defines which SDK messages are valid for each type of entity.
sdkmessagepair,Sdk Message Pair,SdkMessagePair,sdkmessagepairs,False,False,sdkmessagepairid,,For internal use only.
sdkmessageprocessingstep,Sdk Message Processing Step,SdkMessageProcessingStep,sdkmessageprocessingsteps,False,False,sdkmessageprocessingstepid,name,Stage in the execution pipeline that a plug-in is to execute.
sdkmessageprocessingstepimage,Sdk Message Processing Step Image,SdkMessageProcessingStepImage,sdkmessageprocessingstepimages,False,False,sdkmessageprocessingstepimageid,name,Copy of an entity's attributes before or after the core system operation.
sdkmessageprocessingstepsecureconfig,Sdk Message Processing Step Secure Configuration,SdkMessageProcessingStepSecureConfig,sdkmessageprocessingstepsecureconfigs,False,False,sdkmessageprocessingstepsecureconfigid,,Non-public custom configuration that is passed to a plug-in's constructor.
sdkmessagerequest,Sdk Message Request,SdkMessageRequest,sdkmessagerequests,False,False,sdkmessagerequestid,,For internal use only.
sdkmessagerequestfield,Sdk Message Request Field,SdkMessageRequestField,sdkmessagerequestfields,False,False,sdkmessagerequestfieldid,,For internal use only.
sdkmessageresponse,Sdk Message Response,SdkMessageResponse,sdkmessageresponses,False,False,sdkmessageresponseid,,For internal use only.
sdkmessageresponsefield,Sdk Message Response Field,SdkMessageResponseField,sdkmessageresponsefields,False,False,sdkmessageresponsefieldid,,For internal use only.
searchattributesettings,SearchAttributeSettings,searchattributesettings,searchattributesettingses,True,False,searchattributesettingsid,name,
searchcustomanalyzer,SearchCustomAnalyzer,searchcustomanalyzer,searchcustomanalyzers,True,False,searchcustomanalyzerid,name,
searchrelationshipsettings,SearchRelationshipSettings,searchrelationshipsettings,searchrelationshipsettingses,True,False,searchrelationshipsettingsid,relationshipsettingname,
searchresultscache,SearchResultsCache,SearchResultsCache,searchresultscaches,True,False,searchresultscacheid,searchrequesthash,Cache search results internally
searchtelemetry,Search Telemetry,searchtelemetry,searchtelemetries,True,False,searchtelemetryid,userquery,Entity to log telemetry that used to improve search quality
semiannualfiscalcalendar,Semiannual Fiscal Calendar,SemiAnnualFiscalCalendar,semiannualfiscalcalendars,False,False,userfiscalcalendarid,,Calendar representing the semi-annual span of time during which the financial activities of an organization are calculated.
sensitivitylabel,Sensitivity Label,sensitivitylabel,sensitivitylabels,True,False,sensitivitylabelid,name,Virtual entity that represents Sensitivity Labels
sensitivitylabelattributemapping,Sensitivity Label Attribute Mapping,sensitivitylabelattributemapping,sensitivitylabelattributemappings,True,False,sensitivitylabelattributemappingid,name,Sensitivity Label Attribute Mapping
serviceendpoint,Service Endpoint,ServiceEndpoint,serviceendpoints,False,False,serviceendpointid,name,Service endpoint that can be contacted.
serviceplan,Service Plan,ServicePlan,serviceplans,False,False,serviceplanid,name,Service Plan
serviceplanappmodules,serviceplanappmodules,ServicePlanAppModules,serviceplanappmodulesset,True,False,serviceplanappmodulesid,,
serviceplancustomcontrol,Service Plan Custom Control,ServicePlanCustomControl,serviceplancustomcontrolset,True,False,serviceplancustomcontrolid,name,Service Plan Custom Controls
serviceplanmapping,Service Plan Mapping,ServicePlanMapping,serviceplanmappings,True,False,serviceplanmappingid,name,Service Plan Mapping
settingdefinition,Setting Definition,SettingDefinition,settingdefinitions,True,False,settingdefinitionid,displayname,Contains Setting Definitions
sharedlinksetting,Shared Link Setting,SharedLinkSetting,sharedlinksettings,True,False,sharedlinksettingid,name,Shared Link Setting
sharedobject,Shared Object,sharedobject,sharedobjects,True,False,sharedobjectid,objectname,A record that is being shared in a real time collaboration session.
sharedobjectsforread,sharedobjectsforread,SharedObjectsForRead,sharedobjectsforread,False,False,sharedobjectsforreadid,,
sharedworkspace,Shared Workspace,sharedworkspace,sharedworkspaces,True,False,sharedworkspaceid,name,References a container that stores real-time collaboration data.
sharedworkspaceaccesstoken2,Shared Workspace Access Token,sharedworkspaceaccesstoken2,sharedworkspaceaccesstoken2s,True,False,sharedworkspaceaccesstoken2id,systemuserid,Contains information about the shared workspace access tokens.
sharedworkspacepool,Shared Workspace Pool,sharedworkspacepool,sharedworkspacepools,True,False,sharedworkspacepoolid,name,"Contains metadata about a container used to store real-time collaboration data. Once claimed, a sharedworkspace record would be created with copied metadata."
sharepointdata,SharePoint Data,SharePointData,sharepointdatacollection,False,False,sharepointdataid,,"SharePoint's Data Corresponding to a user , Record , Location and Page"
sharepointdocument,Sharepoint Document,SharePointDocument,sharepointdocuments,False,False,sharepointdocumentid,fullname,Document libraries or folders on a SharePoint server from where documents can be managed in Microsoft Dynamics 365.
sharepointdocumentlocation,Document Location,SharePointDocumentLocation,sharepointdocumentlocations,False,False,sharepointdocumentlocationid,name,Document libraries or folders on a SharePoint server from where documents can be managed in Microsoft Dynamics 365.
sharepointmanagedidentity,SharePoint Managed Identity,SharePointManagedIdentity,sharepointmanagedidentities,True,False,sharepointmanagedidentityid,name,"Entity representing a managed identity for SharePoint, used for authentication and authorization purposes."
sharepointsite,SharePoint Site,SharePointSite,sharepointsites,False,False,sharepointsiteid,name,SharePoint site from where documents can be managed in Microsoft Dynamics 365.
sideloadedaiplugin,SideloadedAIPlugin,sideloadedaiplugin,sideloadedaiplugins,True,False,sideloadedaipluginid,name,Sideloaded AIPlugins metadata.
signal,signal,signal,signals,True,False,signalid,name,
signalregistration,signal registration,signalregistration,signalregistrations,True,False,signalregistrationid,signalname,
similarityrule,Similarity Rule,SimilarityRule,similarityrules,False,False,similarityruleid,name,
sitemap,Site Map,SiteMap,sitemaps,False,False,sitemapid,,XML data used to control the application navigation pane.
sla,SLA,SLA,slas,False,False,slaid,name,Contains information about the tracked service-level KPIs for cases that belong to different customers.
slaitem,SLA Item,SLAItem,slaitems,False,False,slaitemid,name,Contains information about a tracked support KPI for a specific customer.
slakpiinstance,SLA KPI Instance,SLAKPIInstance,slakpiinstances,False,False,slakpiinstanceid,name,Service level agreement (SLA) key performance indicator (KPI) instance that is tracked for an individual case
socialactivity,Social Activity,SocialActivity,socialactivities,False,True,activityid,subject,For internal use only.
socialinsightsconfiguration,SocialInsightsConfiguration,SocialInsightsConfiguration,socialinsightsconfigurations,False,False,socialinsightsconfigurationid,,Configuration for the social insights.
socialprofile,Social Profile,SocialProfile,socialprofiles,False,False,socialprofileid,profilename,This entity is used to store social profile information of its associated account and contacts on different social channels.
solution,Solution,Solution,solutions,False,False,solutionid,friendlyname,A solution which contains CRM customizations.
solutioncomponent,Solution Component,SolutionComponent,solutioncomponents,False,False,solutioncomponentid,,A component of a CRM solution.
solutioncomponentattributeconfiguration,Solution Component Attribute Configuration,solutioncomponentattributeconfiguration,solutioncomponentattributeconfigurations,True,False,solutioncomponentattributeconfigurationid,name,
solutioncomponentbatchconfiguration,Solution Component Batch Configuration,solutioncomponentbatchconfiguration,solutioncomponentbatchconfigurations,True,False,solutioncomponentbatchconfigurationid,name,
solutioncomponentconfiguration,Solution Component Configuration,solutioncomponentconfiguration,solutioncomponentconfigurations,True,False,solutioncomponentconfigurationid,name,
solutioncomponentdefinition,Solution Component Definition,SolutionComponentDefinition,solutioncomponentdefinitions,False,False,solutioncomponentdefinitionid,name,Contains all the information required to process a solution aware entity
solutioncomponentrelationshipconfiguration,Solution Component Relationship Configuration,solutioncomponentrelationshipconfiguration,solutioncomponentrelationshipconfigurations,True,False,solutioncomponentrelationshipconfigurationid,name,
solutionhistorydata,SolutionHistoryData,SolutionHistoryData,solutionhistories,False,False,solutionhistorydataid,,solution history data
sourcecontrolbranchconfiguration,Source Control Branch Configuration,SourceControlBranchConfiguration,sourcecontrolbranchconfigurations,True,False,sourcecontrolbranchconfigurationid,name,Stores the source control branch configuration associated with the organization or solution
sourcecontrolcomponent,Source Control Component,SourceControlComponent,sourcecontrolcomponents,True,False,sourcecontrolcomponentid,name,Stores the Source Control Components associated with the organization or solution
sourcecontrolcomponentpayload,Source Control Component Payload,SourceControlComponentPayload,sourcecontrolcomponentpayloads,True,False,sourcecontrolcomponentpayloadid,name,Stores the Source Control Component Payloads associated with components.
sourcecontrolconfiguration,Source Control Configuration,SourceControlConfiguration,sourcecontrolconfigurations,True,False,sourcecontrolconfigurationid,name,Stores the git configuration associated with the environment 
sqlencryptionaudit,sqlencryptionaudit,SqlEncryptionAudit,sqlencryptionaudits,False,False,createdon,,
stagedattributelookupvalue,Staged attribute lookup value,StagedAttributeLookupValue,stagedattributelookupvalues,True,False,stagedattributelookupvalueid,name,Stores staged attribute lookup value metadata to be processed asynchronous.
stagedattributepicklistvalue,Staged attribute picklist value,StagedAttributePicklistValue,stagedattributepicklistvalues,True,False,stagedattributepicklistvalueid,name,Stores staged attribute picklist value metadata to be processed asynchronous.
stagedentity,Staged Entity,StagedEntity,stagedentities,True,False,stagedentityid,name,Stores staged entity metadata to be processed before fully created.
stagedentityattribute,Staged Entity Attribute,StagedEntityAttribute,stagedentityattributes,True,False,stagedentityattributeid,name,Stores staged entity attribute metadata to be processed in async.
stagedentityrelationship,Staged entity relationship,StagedEntityRelationship,stagedentityrelationships,True,False,stagedentityrelationshipid,schemaname,Stores staged entity replationship metadata to be processed asynchronous.
stagedentityrelationshiprelationships,Staged entity relationship relationships,StagedEntityRelationshipRelationships,stagedentityrelationshiprelationships,True,False,stagedentityrelationshiprelationshipsid,schemaname,Stores staged entity replationship relationships metadata to be processed asynchronous.
stagedentityrelationshiprole,Staged entity relationship role,StagedEntityRelationshipRole,stagedentityrelationshiproles,True,False,stagedentityrelationshiproleid,schemaname,Stores staged entity replationship role metadata to be processed asynchronous.
stagedmetadataasyncoperation,Staged Metadata Async Operation,StagedMetadataAsyncOperation,stagedmetadataasyncoperations,True,False,stagedmetadataasyncoperationid,name,Stores staged entity metadata to be processed before fully created.
stagedoptionset,Staged optionset,StagedOptionSet,stagedoptionsets,True,False,stagedoptionsetid,name,Stores staged option set metadata to be processed asynchronous.
stagedrelationship,Staged relationship,StagedRelationship,stagedrelationships,True,False,stagedrelationshipid,name,Stores staged replationship metadata to be processed asynchronous.
stagedrelationshipextracondition,Staged relationship,StagedRelationshipExtraCondition,stagedrelationshipextraconditions,True,False,stagedrelationshipextraconditionid,name,Stores staged replationship metadata to be processed asynchronous.
stagedsourcecontrolcomponent,Staged Source Control Component,StagedSourceControlComponent,stagedsourcecontrolcomponents,True,False,stagedsourcecontrolcomponentid,name,Stores the source control components that needs to be processed
stagedviewattribute,Staged relationship,StagedViewAttribute,stagedviewattributes,True,False,stagedviewattributeid,name,Stores staged replationship metadata to be processed asynchronous.
stagesolutionupload,StageSolutionUpload,StageSolutionUpload,stagesolutionuploads,True,False,stagesolutionuploadid,name,
statusmap,Status Map,StatusMap,statusmaps,False,False,statusmapid,,Mapping between statuses.
stringmap,String Map,StringMap,stringmaps,False,False,stringmapid,,Mapping between strings.
subject,Subject,Subject,subjects,False,False,subjectid,title,Information regarding subjects available in the system.
subscription,Subscription,Subscription,subscriptions,False,False,subscriptionid,,For internal use only.
subscriptionclients,Subscription Clients,SubscriptionClients,subscriptionclientsset,False,False,subscriptionclientid,,For internal use only.
subscriptionmanuallytrackedobject,Subscription Manually Tracked Object,SubscriptionManuallyTrackedObject,subscriptionmanuallytrackedobjects,False,False,subscriptionmanuallytrackedobjectid,,For internal use only.
subscriptionstatisticsoffline,Subscription Statistic Offline,SubscriptionStatisticsOffline,subscriptionstatisticsofflineset,False,False,subscriptionid,,Subscription Statistic Offline
subscriptionstatisticsoutlook,Subscription Statistic Outlook,SubscriptionStatisticsOutlook,subscriptionstatisticsoutlookset,False,False,subscriptionid,,Subscription Statistic Outlook
subscriptionsyncentryoffline,Subscription Sync Entry Offline,SubscriptionSyncEntryOffline,subscriptionsyncentriesoffline,False,False,subscriptionid,,"Used for offline sync, internal use only."
subscriptionsyncentryoutlook,Subscription Sync Entry Outlook,SubscriptionSyncEntryOutlook,subscriptionsyncentriesoutlook,False,False,subscriptionid,,"Used for outlook sync, internal use only."
subscriptionsyncinfo,Subscription Synchronization Information,SubscriptionSyncInfo,subscriptionsyncinfos,False,False,subscriptionsyncinfoid,,For internal use only.
subscriptiontrackingdeletedobject,Tracking information for deleted entities,SubscriptionTrackingDeletedObject,subscriptiontrackingdeletedobjects,False,False,timestamp,,For internal use only.
suggestioncardtemplate,SuggestionCardTemplate,SuggestionCardTemplate,suggestioncardtemplates,False,False,suggestioncardtemplateid,name,Templates for Suggestion Card in Grid
supportusertable,SupportUserTable,supportusertable,supportusertables,True,False,supportusertableid,aaduserobjectid,
synapsedatabase,Synapse Database,synapsedatabase,synapsedatabases,True,False,synapsedatabaseid,name,This entity represents an external Synapse database and its associated datalake folder link.
synapselinkexternaltablestate,Synapse Link External Table State,synapselinkexternaltablestate,synapselinkexternaltablestates,True,False,synapselinkexternaltablestateid,name,Synapse Link external table states
synapselinkprofile,Synapse Link Profile,synapselinkprofile,synapselinkprofiles,True,False,synapselinkprofileid,name,Synapse Link Profile
synapselinkprofileentity,Synapse Link Profile Entity,synapselinkprofileentity,synapselinkprofileentities,True,False,synapselinkprofileentityid,name,Entities associated with the Synapse Link profile
synapselinkprofileentitystate,Synapse Link Profile Entity State,synapselinkprofileentitystate,synapselinkprofileentitystates,True,False,synapselinkprofileentitystateid,name,Runtime state of the Synapse Link entity
synapselinkschedule,Synapse Link Schedule,synapselinkschedule,synapselinkschedules,True,False,synapselinkscheduleid,name,Synapse link schedules
syncattributemapping,Sync Attribute Mapping,SyncAttributeMapping,syncattributemappings,False,False,syncattributemappingid,,Group of Sync-Attribute Mappings used to provide Attribute mappings during sync for a particular user
syncattributemappingprofile,Sync Attribute Mapping Profile,SyncAttributeMappingProfile,syncattributemappingprofiles,False,False,syncattributemappingprofileid,name,Profile which defines sync attribute mapping
syncerror,Sync Error,SyncError,syncerrors,False,False,syncerrorid,name,Failure reason and other detailed information for a record that failed to sync.
systemapplicationmetadata,System Application Metadata,SystemApplicationMetadata,systemapplicationmetadatacollection,False,False,systemapplicationmetadataid,,For internal use only.
systemform,System Form,SystemForm,systemforms,False,False,formid,name,Organization-owned entity customizations including form layout and dashboards.
systemuser,User,SystemUser,systemusers,False,False,systemuserid,fullname,Person with access to the Microsoft CRM system and who owns objects in the Microsoft CRM database.
systemuserauthorizationchangetracker,SystemUserAuthorizationChangeTracker,SystemUserAuthorizationChangeTracker,systemuserauthorizationchangetrackers,False,False,systemuserid,,Internal authorization table to track user authorization changes
systemuserbusinessunitentitymap,SystemUser BusinessUnit Entity Map,SystemUserBusinessUnitEntityMap,systemuserbusinessunitentitymaps,False,False,systemuserbusinessunitentitymapid,,Stores mapping attributes for business units.
systemuserlicenses,systemuserlicenses,SystemUserLicenses,systemuserlicensescollection,False,False,systemuserlicenseid,,
systemusermanagermap,System User Manager Map,SystemUserManagerMap,systemusermanagermaps,False,False,systemusermanagermapid,,For internal use only.
systemuserprincipals,System User Principal,SystemUserPrincipals,systemuserprincipalsset,False,False,systemuserprincipalid,,For internal use only.
systemuserprofiles,systemuserprofiles,SystemUserProfiles,systemuserprofilescollection,False,False,systemuserprofileid,,
systemuserroles,systemuserroles,SystemUserRoles,systemuserrolescollection,False,False,systemuserroleid,,
systemusersyncmappingprofiles,systemusersyncmappingprofiles,SystemUserSyncMappingProfiles,systemusersyncmappingprofilescollection,False,False,systemusersyncmappingprofileid,,
tag,Tag,tag,tags,True,False,tagid,name,
taggedflowsession,Tagged Flow Session,taggedflowsession,taggedflowsessions,True,False,taggedflowsessionid,name,
taggedprocess,Tagged Process,taggedprocess,taggedprocesses,True,False,taggedprocessid,name,
task,Task,Task,tasks,False,True,activityid,subject,Generic activity representing work needed to be done.
tdsmetadata,TdsMetadata,tdsmetadata,tdsmetadatas,True,False,tdsmetadataid,tdsmetadataname,
team,Team,Team,teams,False,False,teamid,name,Collection of system users that routinely collaborate. Teams can be used to simplify record sharing and provide team members with common access to organization data when team members belong to different Business Units.
teammembership,teammembership,TeamMembership,teammemberships,False,False,teammembershipid,,
teammobileofflineprofilemembership,TeamMobileOfflineProfileMembership,teammobileofflineprofilemembership,teammobileofflineprofilememberships,True,False,teammobileofflineprofilemembershipid,name,
teamprofiles,Team Profiles,TeamProfiles,teamprofilescollection,False,False,teamprofileid,,Team Profiles
teamroles,teamroles,TeamRoles,teamrolescollection,False,False,teamroleid,,
teamsyncattributemappingprofiles,Team Sync-Attribute Mapping Profiles,TeamSyncAttributeMappingProfiles,teamsyncattributemappingprofilescollection,False,False,teamsyncattributemappingprofileid,,Team Sync-Attribute Mapping Profiles
teamtemplate,Team template,TeamTemplate,teamtemplates,False,False,teamtemplateid,teamtemplatename,Team template for an entity enabled for automatically created access teams.
template,Email Template,Template,templates,False,False,templateid,title,Template for an email message that contains the standard attributes of an email message.
territory,Territory,Territory,territories,False,False,territoryid,name,Territory represents sales regions.
textanalyticsentitymapping,Text Analytics Entity Mapping,TextAnalyticsEntityMapping,textanalyticsentitymappings,False,False,textanalyticsentitymappingid,,
textdatarecordsindexingstatus,TextDataRecordsIndexingStatus,textdatarecordsindexingstatus,textdatarecordsindexingstatuses,True,False,textdatarecordsindexingstatusid,name,Stores information about unstructured / text data records indexing status
theme,Theme,Theme,themes,False,False,themeid,name,Information that's used to set custom visual theme options for client applications.
timestampdatemapping,Time Stamp Date Mapping,TimeStampDateMapping,timestampdatemappings,False,False,timestampdatemappingid,,For internal use only.`
timezonedefinition,Time Zone Definition,TimeZoneDefinition,timezonedefinitions,False,False,timezonedefinitionid,userinterfacename,"Time zone definition, including name and time zone code."
timezonelocalizedname,Time Zone Localized Name,TimeZoneLocalizedName,timezonelocalizednames,False,False,timezonelocalizednameid,userinterfacename,Localized name of the time zone.
timezonerule,Time Zone Rule,TimeZoneRule,timezonerules,False,False,timezoneruleid,timezoneruleversionnumber,Definition for time conversion between local time and Coordinated Universal Time (UTC) for a particular time zone at a particular time period.
toolinggateway,ToolingGateway,ToolingGateway,toolinggateways,True,False,toolinggatewayid,displayname,ToolingGateways component (For Internal use only)
toolinggatewaymcpserver,ToolingGatewayMCPServer,ToolingGatewayMCPServer,toolinggatewaymcpservers,True,False,toolinggatewaymcpserverid,displayname,ToolingGatewayMCPServer component (For Internal use only)
traceassociation,Trace Association,TraceAssociation,traceassociations,False,False,traceassociationid,,Represents the objects with which a trace record is associated. For internal use only.
tracelog,Trace,TraceLog,tracelogs,False,False,tracelogid,text,A trace log.
traceregarding,Trace Regarding,TraceRegarding,traceregardings,False,False,traceregardingid,,Represents which object a trace record is regarding. For internal use only.
trait,trait,trait,traits,True,False,traitid,name,
traitregistration,trait registration,traitregistration,traitregistrations,True,False,traitregistrationid,traitname,
transactioncurrency,Currency,TransactionCurrency,transactioncurrencies,False,False,transactioncurrencyid,currencyname,Currency in which a financial transaction is carried out.
transformationmapping,Transformation Mapping,TransformationMapping,transformationmappings,False,False,transformationmappingid,,"In a data map, maps the transformation of source attributes to Microsoft Dynamics 365 attributes."
transformationparametermapping,Transformation Parameter Mapping,TransformationParameterMapping,transformationparametermappings,False,False,transformationparametermappingid,data,"In a data map, defines parameters for a transformation."
translationprocess,Translation Process,TranslationProcess,translationprocesses,False,False,businessprocessflowinstanceid,name,Translation Process Business Process Flow
unresolvedaddress,Unresolved Address,UnresolvedAddress,unresolvedaddresses,False,False,unresolvedaddressid,,For internal use only.
unstructuredfilesearchentity,UnstructuredFileSearchEntity,unstructuredfilesearchentity,unstructuredfilesearchentities,True,False,unstructuredfilesearchentityid,name,
unstructuredfilesearchrecord,UnstructuredFileSearchRecord,unstructuredfilesearchrecord,unstructuredfilesearchrecords,True,False,unstructuredfilesearchrecordid,columnname,UnstructuredFileSearchRecord
unstructuredfilesearchrecordstatus,UnstructuredFileSearchRecordStatus,unstructuredfilesearchrecordstatus,unstructuredfilesearchrecordstatuses,True,False,unstructuredfilesearchrecordstatusid,unstructuredfilesearchrecordstatusname,UnstructuredFileSearchRecordStatus
untrackedemail,UntrackedEmail,UntrackedEmail,untrackedemails,False,True,activityid,subject,Activity that is delivered using UntrackedEmail protocols.
userapplicationmetadata,User Application Metadata,UserApplicationMetadata,userapplicationmetadatacollection,False,False,userapplicationmetadataid,,For internal use only.
userentityinstancedata,User Entity Instance Data,UserEntityInstanceData,userentityinstancedataset,False,False,userentityinstancedataid,,Per User item instance data
userentityuisettings,User Entity UI Settings,UserEntityUISettings,userentityuisettingsset,False,False,userentityuisettingsid,,Stores user settings for entity views.
userfiscalcalendar,User Fiscal Calendar,UserFiscalCalendar,userfiscalcalendars,False,False,userfiscalcalendarid,,Custom fiscal calendar used for tracking sales quotas.
